,Manufacturer,Classification,Designation,Primary Data,,,Refractive Indices,,,,,Dispersions,,,,,,Coefficients of Dispersion Formulae,,,,,,,Relative Internal Transmittance (at 10mm Thickness),,,,,,,,,,,Remarks,,,
,manufacturer,classification,glass,nd,vd,ve,nC,nd,ne,nF,ng,nF-nC,nd-nC,ng-nF,"?d,C","?g,F","??g,F",Formula,a1,a2,a3,a4,a5,a6,?0.80,?0.05,800nm,700nm,600nm,550nm,500nm,460nm,400nm,380nm,Std. Deviation,Precision Molding, i-line Capable,High Homogeneity,Other Comments
910,Sumita,Fluoride,K-PFK80,1.497,81.5,80.9,1.4951,1.497,1.4985,1.5012,1.5045,0.0061,0.00186,0.00328,0.304918,0.537705,0.0309,"Schott, n=2 m=4",2.217834700E+00,-5.60E-03,8.370374700E-03,1.097485000E-04,-3.40E-06,2.583635100E-07,,,99.80%,99.80%,99.80%,99.80%,99.80%,99.80%,99.80%,99.80%,0.00%,Suitable,Not Specified,Not Specified,
911,Sumita,Fluoride,K-PFK85,1.4856,85.2,84.7,1.4839,1.4856,1.487,1.4896,1.4927,0.0057,0.00174,0.00307,0.305263,0.538596,0.0381,"Schott, n=2 m=4",2.185832600E+00,-5.02E-03,7.510777500E-03,1.777056200E-04,-1.22E-05,6.134100500E-07,,,99.80%,99.80%,99.80%,99.80%,99.80%,99.80%,99.80%,99.80%,0.00%,Suitable,Not Specified,Not Specified,
912,Sumita,Fluoride,K-PFK90,1.4588,90,89.5,1.4572,1.4588,1.46,1.4623,1.4651,0.0051,0.00156,0.00274,0.305882,0.537255,0.0444,"Schott, n=2 m=4",2.109464300E+00,-4.80E-03,6.764535100E-03,8.332996200E-05,3.419612600E-07,-8.49E-08,,,99.80%,99.80%,99.80%,99.80%,99.80%,99.80%,99.80%,99.60%,0.07%,Suitable,Not Specified,Not Specified,
913,Sumita,Fluoride,K-GFK68,1.5924,68.3,68,1.5898,1.5924,1.5945,1.5985,1.6032,0.00867,0.00262,0.00473,0.302191,0.545559,0.0167,"Schott, n=2 m=4",2.499486700E+00,-5.93E-03,1.274352600E-02,1.546963600E-04,3.994761200E-06,-1.76E-07,,,99.80%,99.80%,99.80%,99.80%,99.80%,99.80%,99.80%,99.50%,0.11%,Suitable,Not Specified,Not Specified,
914,Sumita,Fluoride,K-GFK70,1.5691,71.3,70.9,1.5667,1.5691,1.571,1.5746,1.579,0.00798,0.00241,0.00435,0.302005,0.545113,0.0207,"Schott, n=2 m=4",2.429393500E+00,-5.76E-03,1.151201300E-02,1.324924000E-04,7.325003300E-06,-5.72E-07,,,99.80%,99.80%,99.80%,99.80%,99.80%,99.70%,99.20%,99.60%,0.21%,Suitable,Not Specified,Not Specified,
915,Sumita,Fluoride,K-PBK40,1.5176,63.5,63.4,1.5151,1.5176,1.5195,1.5232,1.5276,0.00815,0.00252,0.00435,0.309202,0.533742,-0.0034,"Schott, n=2 m=4",2.274402400E+00,-1.07E-02,1.057730600E-02,2.285743100E-04,-7.29E-06,2.412405400E-07,,,99.60%,99.60%,99.60%,99.70%,99.50%,99.50%,99.30%,98.70%,0.32%,Suitable,Not Specified,Not Specified,
916,Sumita,Fluoride,K-PBK50,1.5225,62.3,62,1.5199,1.5225,1.5245,1.5283,1.5328,0.00839,0.00258,0.0045,0.307509,0.536353,-0.0034,"Schott, n=2 m=4",2.287951900E+00,-1.05E-02,1.096317500E-02,2.702705400E-04,-1.71E-05,1.085703900E-06,,,99.80%,99.80%,99.80%,99.80%,99.80%,99.80%,99.60%,98.90%,0.32%,Suitable,Not Specified,Not Specified,
917,Sumita,Fluoride,K-PBK60,1.5274,62.3,62.1,1.5248,1.5274,1.5294,1.5333,1.5378,0.00847,0.00261,0.00452,0.308146,0.533648,-0.0054,"Schott, n=2 m=4",2.302857500E+00,-1.14E-02,1.123348700E-02,1.786632500E-04,-7.15E-07,1.148431500E-07,,,99.60%,99.60%,99.60%,99.60%,99.50%,99.20%,98.70%,97.60%,0.71%,Suitable,Not Specified,Not Specified,
918,Sumita,Fluoride,K-PMK30,1.525,70.4,70.1,1.5227,1.525,1.5268,1.5302,1.5341,0.00746,0.0023,0.00397,0.308311,0.532172,0.0064,"Schott, n=2 m=4",2.298419900E+00,-9.90E-03,1.045443500E-02,-1.18E-05,2.220678000E-05,-1.22E-06,,,99.80%,99.80%,99.80%,99.80%,99.10%,98.70%,98.50%,97.80%,0.77%,Suitable,Not Specified,Not Specified,
919,Sumita,Fluoride,K-PMK155,1.5582,68.2,68,1.5557,1.5582,1.5602,1.5639,1.5682,0.00818,0.00252,0.00437,0.308068,0.53423,0.0045,"Schott, n=2 m=4",2.397603200E+00,-1.02E-02,1.114776700E-02,2.152384100E-04,-9.62E-06,5.566837500E-07,,,99.80%,99.80%,99.80%,99.80%,99.80%,99.60%,99.40%,98.70%,0.39%,Suitable,Not Specified,Not Specified,
920,Sumita,Phosphate,K-PSK100,1.5917,60.7,60.3,1.5887,1.5917,1.594,1.5985,1.6038,0.00975,0.00297,0.00534,0.304615,0.547692,0.0059,"Schott, n=2 m=4",2.494823500E+00,-9.12E-03,1.372127600E-02,2.383026500E-04,4.191585900E-06,-3.90E-07,,,99.70%,99.70%,99.70%,99.60%,99.50%,99.30%,98.80%,97.80%,0.67%,Suitable,Not Specified,Not Specified,
921,Sumita,Phosphate,K-PSK200,1.6131,59,58.7,1.6099,1.6131,1.6155,1.6203,1.626,0.01039,0.00314,0.00569,0.302214,0.547642,0.0027,"Schott, n=2 m=4",2.559339500E+00,-8.88E-03,1.511539700E-02,2.035651000E-04,7.599113700E-06,-1.54E-07,,,99.80%,99.80%,99.80%,99.80%,99.80%,99.40%,98.90%,98.60%,0.48%,Suitable,Not Specified,Not Specified,
922,Sumita,Phosphate,K-PSK300,1.5995,65.6,65.3,1.5967,1.5995,1.6017,1.6059,1.6108,0.00914,0.00278,0.00495,0.304158,0.541575,0.0077,"Schott, n=2 m=4",2.522515800E+00,-9.43E-03,1.276145200E-02,2.814541700E-04,-8.13E-06,2.340015400E-07,,,99.10%,99.10%,99.30%,99.50%,98.90%,98.00%,98.10%,96.70%,0.93%,Suitable,Not Specified,Not Specified,
923,Sumita,Phosphate,K-PSK400,1.595,67.8,67.5,1.5923,1.595,1.5971,1.6011,1.6059,0.00877,0.00267,0.00477,0.304447,0.5439,0.0139,"Schott, n=2 m=4",2.508236700E+00,-7.34E-03,1.262563900E-02,2.269747900E-04,-8.73E-06,6.269382400E-07,,,99.60%,99.60%,99.60%,99.80%,99.70%,99.30%,98.40%,95.30%,1.53%,Suitable,Not Specified,Not Specified,
924,Sumita,Phosphate,K-PSK500,1.5522,72,71.7,1.5498,1.5522,1.554,1.5575,1.5616,0.00767,0.00233,0.00415,0.303781,0.541069,0.0179,"Schott, n=2 m=4",2.379000400E+00,-6.78E-03,1.074951200E-02,1.755536900E-04,-4.63E-06,2.806521500E-07,,,99.30%,99.30%,99.30%,99.30%,99.30%,99.10%,99.20%,98.40%,0.31%,Suitable,Not Specified,Not Specified,
925,Sumita,Phosphate,K-CSK120,1.587,59.6,59.4,1.584,1.587,1.5894,1.5938,1.5992,0.00985,0.00302,0.00534,0.306599,0.542132,-0.0019,"Schott, n=2 m=4",2.480456600E+00,-1.07E-02,1.356320000E-02,3.491860800E-04,-2.30E-05,1.593721700E-06,,,99.80%,99.80%,99.80%,99.80%,99.80%,99.80%,99.80%,98.90%,0.32%,Suitable,Not Specified,Not Specified,
926,Sumita,Phosphate,K-CSK158,1.584,56.9,56.6,1.5809,1.584,1.5865,1.5912,1.5968,0.01027,0.00311,0.00562,0.302824,0.547225,-0.0015,"Schott, n=2 m=4",2.468159000E+00,-8.75E-03,1.428320000E-02,3.330147900E-04,-1.31E-05,9.173522300E-07,,,99.80%,99.70%,99.70%,99.70%,99.50%,99.30%,99.00%,98.30%,0.51%,Suitable,Not Specified,Not Specified,
927,Sumita,Silicate,K-SKLD100,1.5911,60.7,60.5,1.5881,1.5911,1.5934,1.5979,1.6031,0.00974,0.00298,0.00524,0.305955,0.537988,-0.0041,"Schott, n=2 m=4",2.494405000E+00,-1.17E-02,1.361648400E-02,2.161756000E-04,2.808158300E-09,1.141610600E-07,,,99.70%,99.70%,99.60%,99.80%,99.80%,99.70%,98.80%,97.50%,0.81%,Suitable,Not Specified,Not Specified,
928,Sumita,Silicate,K-SKLD120,1.5868,59.8,59.5,1.5838,1.5868,1.5891,1.5936,1.5989,0.00982,0.00301,0.00529,0.306517,0.538697,-0.0046,"Schott, n=2 m=4",2.480925600E+00,-1.18E-02,1.330948800E-02,3.254560500E-04,-9.96E-06,2.079085400E-07,,,99.80%,99.80%,99.80%,99.80%,99.80%,99.80%,99.60%,98.20%,0.56%,Suitable,Not Specified,Not Specified,
929,Sumita,Silicate,K-SKLD200,1.5866,59,58.8,1.5836,1.5866,1.589,1.5935,1.5989,0.00994,0.00303,0.00538,0.304829,0.541247,-0.0039,"Schott, n=2 m=4",2.478681500E+00,-1.09E-02,1.410405200E-02,1.536559400E-04,1.194296000E-05,-5.34E-07,,,99.80%,99.80%,99.80%,99.80%,99.80%,99.80%,99.70%,98.60%,0.42%,Suitable,Not Specified,Not Specified,
930,Sumita,Silicate,K-SKLD300,1.5642,60.4,60.2,1.5613,1.5642,1.5664,1.5707,1.5757,0.00934,0.00286,0.00503,0.30621,0.538544,-0.0036,"Schott, n=2 m=4",2.411555300E+00,-1.09E-02,1.278215800E-02,2.409961700E-04,-6.90E-06,5.282484600E-07,,,99.80%,99.80%,99.80%,99.80%,99.80%,99.60%,99.20%,98.20%,0.57%,Suitable,Not Specified,Not Specified,
931,Sumita,Lanthanide,K-LaFK50,1.772,50,49.7,1.7674,1.772,1.7757,1.7828,1.7914,0.01544,0.00464,0.00857,0.300518,0.555052,-0.005,"Schott, n=2 m=4",3.070131000E+00,-1.20E-02,2.397886600E-02,5.615323800E-04,-1.05E-05,1.171091500E-06,,,99.80%,99.80%,99.80%,99.80%,99.80%,99.50%,98.70%,96.90%,1.03%,Suitable,Not Specified,Not Specified,
932,Sumita,Lanthanide,K-LaFK50T,1.766,49.8,49.5,1.7614,1.766,1.7697,1.7768,1.7853,0.01538,0.00462,0.00853,0.30039,0.554616,-0.008,"Schott, n=2 m=4",3.049951200E+00,-1.26E-02,2.379005200E-02,4.737824300E-04,1.379428200E-05,-8.95E-07,,,99.80%,99.80%,99.80%,99.80%,99.80%,99.80%,98.90%,96.90%,1.03%,Suitable,Not Specified,Not Specified,
933,Sumita,Lanthanide,K-LaFK55,1.694,56.3,56,1.6902,1.694,1.6969,1.7026,1.7093,0.01233,0.00376,0.00673,0.304947,0.545823,-0.0035,"Schott, n=2 m=4",2.818520600E+00,-1.32E-02,1.803758700E-02,4.558960200E-04,-2.13E-05,1.572472400E-06,,,99.80%,99.80%,99.80%,99.80%,99.80%,99.70%,99.00%,97.50%,0.82%,Suitable,Not Specified,Not Specified,
934,Sumita,Lanthanide,K-LaFK58,1.6956,59,58.8,1.692,1.6956,1.6984,1.7038,1.7102,0.01178,0.00358,0.0064,0.303905,0.543294,-0.0019,"Schott, n=2 m=4",2.826252600E+00,-1.28E-02,1.723408800E-02,4.436105000E-04,-2.08E-05,1.259264800E-06,,,99.80%,99.80%,99.80%,99.80%,99.80%,99.80%,99.30%,97.20%,0.91%,Suitable,Not Specified,Not Specified,
935,Sumita,Lanthanide,K-LaFK60,1.6325,63.8,63.5,1.6294,1.6325,1.6348,1.6394,1.6447,0.00992,0.00302,0.00537,0.304435,0.541331,0.0041,"Schott, n=2 m=4",2.624817200E+00,-1.03E-02,1.437930000E-02,2.401746100E-04,-1.04E-06,1.023799100E-07,,,99.80%,99.80%,99.80%,99.70%,99.60%,99.60%,97.60%,94.70%,1.83%,Suitable,Not Specified,Not Specified,
936,Sumita,Lanthanide,K-LaFK63,1.6386,63.4,63.2,1.6355,1.6386,1.641,1.6456,1.6511,0.01007,0.00307,0.00546,0.304866,0.542205,0.0045,"Schott, n=2 m=4",2.643931600E+00,-1.05E-02,1.489080900E-02,1.516224500E-04,1.353092700E-05,-6.60E-07,,,99.80%,99.80%,99.80%,99.80%,99.80%,99.60%,99.20%,98.40%,0.50%,Suitable,Not Specified,Not Specified,
937,Sumita,Lanthanide,K-LaFK65,1.6567,62.3,62,1.6535,1.6567,1.6592,1.664,1.6698,0.01054,0.00321,0.00572,0.304554,0.542694,0.0036,"Schott, n=2 m=4",2.701666300E+00,-1.16E-02,1.558228500E-02,1.982494400E-04,1.009792700E-05,-5.26E-07,,,99.80%,99.80%,99.80%,99.80%,99.80%,99.60%,98.60%,97.30%,0.91%,Suitable,Not Specified,Not Specified,
938,Sumita,Lanthanide,K-VC78,1.6696,55.4,55.2,1.6659,1.6696,1.6724,1.678,1.6845,0.01208,0.00367,0.00657,0.303808,0.543874,-0.0071,"Schott, n=2 m=4",2.737688200E+00,-1.23E-02,1.743940300E-02,4.708870700E-04,-2.72E-05,1.817204500E-06,,,99.80%,99.80%,99.80%,99.80%,99.70%,99.50%,99.20%,97.90%,0.66%,Suitable,Not Specified,Not Specified,
939,Sumita,Lanthanide,K-VC79,1.6104,57.9,57.7,1.6071,1.6104,1.6129,1.6177,1.6234,0.01054,0.00321,0.0057,0.304554,0.540797,-0.006,"Schott, n=2 m=4",2.552048900E+00,-1.12E-02,1.445508400E-02,4.672531800E-04,-3.67E-05,2.281050400E-06,,,99.80%,99.80%,99.80%,99.80%,99.80%,99.50%,99.30%,98.70%,0.40%,Suitable,Not Specified,Not Specified,
940,Sumita,Lanthanide,K-VC80,1.6938,53.1,52.9,1.6899,1.6938,1.697,1.703,1.7101,0.01306,0.00395,0.00717,0.30245,0.549005,-0.0059,"Schott, n=2 m=4",2.813572200E+00,-1.26E-02,1.993346500E-02,1.571122200E-04,4.067617600E-05,-2.50E-06,,,99.80%,99.80%,99.80%,99.80%,99.80%,99.70%,99.10%,97.60%,0.78%,Suitable,Not Specified,Not Specified,
941,Sumita,Lanthanide,K-VC82,1.7555,45.6,45.4,1.7505,1.7555,1.7594,1.7671,1.7764,0.01657,0.00497,0.00926,0.29994,0.558841,-0.0085,"Schott, n=2 m=4",3.009254500E+00,-1.44E-02,2.495014300E-02,6.532589000E-04,-1.75E-05,2.644009900E-06,,,99.80%,99.80%,99.80%,99.80%,99.80%,98.90%,97.10%,93.00%,2.41%,Suitable,Not Specified,Not Specified,
942,Sumita,Lanthanide,K-VC89,1.81,41,40.8,1.8041,1.81,1.8147,1.8239,1.8351,0.01976,0.0059,0.01121,0.298583,0.567308,-0.0079,"Schott, n=2 m=4",3.186038800E+00,-1.38E-02,2.961401700E-02,1.238372700E-03,-8.01E-05,7.233063500E-06,,,99.80%,99.70%,99.70%,99.50%,99.30%,98.80%,96.30%,92.10%,2.70%,Suitable,Not Specified,Not Specified,
943,Sumita,Lanthanide,K-VC90,1.8528,39,38.8,1.8463,1.8528,1.858,1.8682,1.8807,0.02186,0.00647,0.01253,0.295974,0.573193,-0.0054,"Schott, n=2 m=4",3.329931600E+00,-1.37E-02,3.408833200E-02,1.097954800E-03,-2.80E-05,5.172898000E-06,,,99.30%,99.30%,98.70%,98.20%,98.20%,96.60%,91.30%,82.30%,5.94%,Suitable,Not Specified,Not Specified,
944,Sumita,Lanthanide,K-VC91,1.8866,35,34.7,1.8792,1.8866,1.8926,1.9045,1.9193,0.02536,0.00744,0.01477,0.293375,0.582413,-0.0029,"Schott, n=2 m=4",3.439805400E+00,-1.47E-02,3.819438500E-02,1.857205300E-03,-1.05E-04,1.221316300E-05,,,99.80%,99.50%,99.30%,99.10%,98.00%,95.70%,79.50%,55.70%,15.74%,Suitable,Not Specified,Not Specified,
945,Sumita,Lanthanide,K-VC99,1.8506,41.6,41.4,1.8445,1.8506,1.8555,1.865,1.8765,0.02044,0.00609,0.01153,0.297945,0.56409,-0.0101,"Schott, n=2 m=4",3.329476500E+00,-1.53E-02,3.194127700E-02,1.007874500E-03,-2.84E-05,3.488686000E-06,,,99.80%,99.40%,99.50%,99.50%,99.10%,98.10%,94.50%,88.40%,3.99%,Suitable,Not Specified,Not Specified,
946,Sumita,Lanthanide,K-VC100,1.804,43.6,43.3,1.7985,1.804,1.8084,1.8169,1.8273,0.01844,0.00551,0.01038,0.298807,0.562907,-0.0079,"Schott, n=2 m=4",3.171278900E+00,-1.49E-02,2.816243100E-02,8.303733200E-04,-1.87E-05,2.680786500E-06,,,99.60%,99.40%,99.40%,99.40%,99.10%,98.20%,95.00%,89.30%,3.62%,Suitable,Not Specified,Not Specified,
947,Sumita,Lanthanide,K-VC179,1.7989,41.8,41.6,1.7932,1.7989,1.8034,1.8123,1.8231,0.01909,0.00568,0.01082,0.297538,0.566789,-0.0069,"Schott, n=2 m=4",3.149483900E+00,-1.38E-02,2.918544000E-02,8.069093300E-04,-6.17E-06,2.394014600E-06,,,99.80%,99.80%,99.80%,99.80%,99.80%,99.30%,93.40%,81.80%,6.41%,Suitable,Not Specified,Not Specified,
948,Sumita,Lanthanide,K-VC181,1.8106,41.1,40.9,1.8047,1.8106,1.8152,1.8244,1.8356,0.0197,0.00585,0.01121,0.296954,0.569036,-0.006,"Schott, n=2 m=4",3.188689500E+00,-1.38E-02,2.963161700E-02,1.065950100E-03,-3.78E-05,4.396662900E-06,,,99.80%,99.80%,99.80%,99.80%,99.70%,99.00%,95.40%,88.90%,3.89%,Suitable,Not Specified,Not Specified,
949,Sumita,Lanthanide,K-VC185,1.8538,40.6,40.4,1.8475,1.8538,1.8588,1.8685,1.8805,0.02103,0.00625,0.01192,0.297194,0.566809,-0.0089,"Schott, n=2 m=4",3.338067700E+00,-1.50E-02,3.273941400E-02,1.104894700E-03,-3.86E-05,4.593189300E-06,,,99.60%,99.60%,99.20%,99.10%,98.50%,97.30%,93.90%,89.20%,3.69%,Suitable,Not Specified,Not Specified,
950,Sumita,Silicate,K-CD45,1.6932,33.7,33.5,1.6872,1.6932,1.6981,1.7078,1.7199,0.02056,0.00601,0.01215,0.292315,0.590953,0.0035,"Schott, n=2 m=4",2.780768000E+00,-1.14E-02,2.823867000E-02,9.260712000E-04,5.961509800E-06,5.599622700E-06,,,99.80%,99.80%,99.70%,99.70%,98.80%,97.30%,89.30%,75.50%,8.64%,Suitable,Not Specified,Not Specified,
951,Sumita,Silicate,K-CD120,1.7225,29.2,29,1.7153,1.7225,1.7283,1.7401,1.755,0.02472,0.00716,0.01492,0.289644,0.60356,0.009,"Schott, n=2 m=4",2.863066200E+00,-1.20E-02,3.270627900E-02,1.682111600E-03,-7.48E-05,1.469688300E-05,,,99.80%,99.30%,99.20%,99.20%,97.90%,96.50%,84.60%,63.90%,12.62%,Suitable,Not Specified,Not Specified,
952,Sumita,Silicate,K-CD300,1.6922,29.6,29.4,1.6854,1.6922,1.6977,1.7088,1.7228,0.02336,0.00677,0.01404,0.289812,0.601027,0.0067,"Schott, n=2 m=4",2.766070200E+00,-1.03E-02,3.060382400E-02,1.606980100E-03,-8.52E-05,1.407629500E-05,,,99.80%,99.80%,99.80%,99.40%,98.50%,97.30%,89.40%,69.30%,10.64%,Suitable,Not Specified,Not Specified,
953,Sumita,Silicate,K-LCV93,1.6652,47.3,47.1,1.661,1.6652,1.6685,1.675,1.6829,0.01406,0.00422,0.00784,0.300142,0.55761,-0.0066,"Schott, n=2 m=4",2.715701400E+00,-1.23E-02,1.929915600E-02,7.610801900E-04,-4.49E-05,3.341349900E-06,,,99.80%,99.80%,99.80%,99.80%,99.80%,99.80%,96.90%,91.80%,2.87%,Suitable,Not Specified,Not Specified,
954,Sumita,Silicate,K-LCV161,1.6182,45.3,45,1.6141,1.6182,1.6214,1.6278,1.6355,0.01364,0.00406,0.00776,0.297654,0.568915,0.001,"Schott, n=2 m=4",2.563847100E+00,-1.03E-02,1.868401100E-02,4.829022400E-04,-1.49E-06,2.048649400E-06,,,99.80%,99.40%,99.30%,99.30%,98.70%,98.20%,96.20%,94.00%,2.01%,Suitable,Not Specified,Not Specified,
955,Sumita,Silicate,K-ZnSF8,1.7143,38.9,38.6,1.7089,1.7143,1.7187,1.7272,1.7378,0.01838,0.00544,0.01056,0.295974,0.574538,-0.0037,"Schott, n=2 m=4",2.860033700E+00,-1.21E-02,2.613130600E-02,9.130326800E-04,-3.05E-05,4.891802000E-06,,,99.80%,99.80%,99.60%,99.60%,99.30%,98.80%,95.80%,90.00%,3.43%,Suitable,Not Specified,Not Specified,
956,Sumita,Niobophosphate,K-PSFn1,1.9068,21.2,21,1.8947,1.9068,1.9169,1.9375,1.9646,0.04287,0.0121,0.0271,0.2829,0.631444,0.0225,"Schott, n=2 m=4",3.440763700E+00,-1.58E-02,5.902424900E-02,3.564755600E-03,-1.26E-04,4.030924500E-05,,,99.50%,99.10%,98.80%,97.20%,93.60%,87.30%,30.30%,,25.18%,Suitable,Not Specified,Not Specified,Solarization improves internal transmittance.
957,Sumita,Niobophosphate,K-PSFn2,2.0017,20.6,20.5,1.988,2.0017,2.0131,2.0365,2.0673,0.04852,0.0137,0.0307,0.2824,0.633553,0.0241,"Schott, n=2 m=4",3.769950300E+00,-1.30E-02,7.231051900E-02,3.512307200E-03,-1.04E-05,3.861578100E-05,,,98.90%,96.70%,95.20%,94.80%,87.10%,74.40%,12.20%,,31.00%,Suitable,Not Specified,Not Specified,Solarization improves internal transmittance.
958,Sumita,Niobophosphate,K-PSFn3,1.8392,23.9,23.7,1.8292,1.8392,1.8475,1.8643,1.8862,0.03517,0.01,0.0219,0.2849,0.621837,0.018,"Schott, n=2 m=4",3.226891400E+00,-1.46E-02,4.776386900E-02,2.717363700E-03,-9.57E-05,2.709784500E-05,,,99.70%,99.70%,99.70%,99.10%,96.70%,93.60%,58.50%,13.00%,31.38%,Suitable,Not Specified,Not Specified,Solarization improves internal transmittance.
959,Sumita,Niobophosphate,K-PSFn166,1.663,34.4,34.2,1.6574,1.663,1.6676,1.6766,1.688,0.01926,0.00563,0.01138,0.292316,0.590862,0.0047,"Schott, n=2 m=4",2.686676800E+00,-1.09E-02,2.559570400E-02,1.048301400E-03,-3.39E-05,7.705820100E-06,,,99.80%,99.80%,99.80%,99.50%,99.00%,98.40%,95.50%,89.10%,3.73%,Suitable,Not Specified,Not Specified,
960,Sumita,Niobophosphate,K-PSFn185,1.8507,26.9,26.7,1.8416,1.8507,1.8582,1.8732,1.8926,0.03161,0.0091,0.0194,0.2873,0.613097,0.0141,"Schott, n=2 m=4",3.282126600E+00,-1.38E-02,4.485795400E-02,2.029018900E-03,-1.56E-05,1.607264300E-05,,,99.80%,99.70%,99.50%,99.50%,98.60%,97.20%,83.20%,48.20%,18.07%,Suitable,Not Specified,Not Specified,Solarization improves internal transmittance.
961,Sumita,Niobophosphate,K-PSFn190,1.9046,21.5,21.3,1.8927,1.9046,1.9145,1.9348,1.9614,0.04209,0.0119,0.0266,0.2837,0.632217,0.024,"Schott, n=2 m=4",3.436717300E+00,-1.63E-02,5.727017800E-02,3.822747900E-03,-1.92E-04,4.410643700E-05,,,99.70%,99.70%,99.50%,98.90%,97.40%,94.30%,45.60%,1.50%,36.58%,Suitable,Not Specified,Not Specified,Solarization improves internal transmittance.
962,Sumita,Niobophosphate,K-PSFn202,2.0196,21.5,21.3,2.0062,2.0196,2.0308,2.0537,2.0839,0.04753,0.01345,0.03026,0.282979,0.636651,0.029,"Schott, n=2 m=4",3.850878900E+00,-1.65E-02,6.609606600E-02,5.848052100E-03,-5.06E-04,7.655866900E-05,,,99.60%,99.60%,99.20%,99.20%,98.70%,96.10%,12.60%,,32.58%,Suitable,Not Specified,Not Specified,
963,Sumita,Niobophosphate,K-PSFn214P,2.144,17.8,17.6,2.1261,2.144,2.1591,2.1905,2.233,0.06443,0.01793,0.04246,0.278287,0.65901,0.0448,"Schott, n=2 m=4",4.269400700E+00,-1.39E-02,9.567179400E-02,6.550552700E-03,-2.82E-04,9.804128100E-05,,,98.70%,98.60%,98.50%,97.20%,83.50%,56.90%,,,16.76%,Suitable,Not Specified,Not Specified,
964,Sumita,Silicate,K-PG325,1.5067,70.5,70.2,1.5045,1.5067,1.5084,1.5117,1.5156,0.00719,0.0022,0.00387,0.305981,0.538248,0.0124,"Schott, n=2 m=4",2.243350200E+00,-7.04E-03,9.593274600E-03,1.936461600E-04,-9.86E-06,6.108878500E-07,,,99.80%,99.80%,99.80%,99.80%,99.60%,99.40%,99.10%,98.80%,0.38%,Suitable,Not Specified,Not Specified,
965,Sumita,Silicate,K-PG375,1.5425,62.9,62.6,1.5399,1.5425,1.5446,1.5485,1.5532,0.00862,0.00263,0.00469,0.305104,0.544084,0.0056,"Schott, n=2 m=4",2.345943000E+00,-7.73E-03,1.178366400E-02,2.523918500E-04,-1.24E-05,8.754005700E-07,,,99.80%,99.80%,99.80%,99.80%,99.60%,99.40%,99.30%,98.60%,0.42%,Suitable,Not Specified,Not Specified,
966,Sumita,Silicate,K-FK5,1.4875,70.4,70.2,1.4854,1.4875,1.4891,1.4923,1.4959,0.00692,0.00214,0.00366,0.309249,0.528902,0.0032,"Schott, n=2 m=4",2.189197000E+00,-9.76E-03,8.691738200E-03,2.364662300E-04,-1.77E-05,9.698963100E-07,,,99.60%,99.20%,98.90%,98.50%,97.80%,97.80%,97.50%,97.50%,0.82%,Not Specified,Not Specified,Not Specified,
967,Sumita,Silicate,K-BK7,1.5163,64.1,63.8,1.5139,1.5163,1.5183,1.5219,1.5262,0.00806,0.00248,0.00431,0.307692,0.534739,-0.0014,"Schott, n=2 m=4",2.270577800E+00,-1.01E-02,1.041499900E-02,2.887251700E-04,-2.22E-05,1.425855900E-06,,,99.80%,99.80%,99.80%,99.80%,99.80%,99.60%,99.60%,99.20%,0.21%,Not Specified,Not Specified,Not Specified,
968,Sumita,Silicate,K-BPG2,1.5592,53.9,53.6,1.5561,1.5592,1.5617,1.5664,1.5722,0.01038,0.00314,0.00571,0.302505,0.550096,-0.0035,"Schott, n=2 m=4",2.390928400E+00,-9.02E-03,1.403661400E-02,3.310842800E-04,-9.99E-06,1.107090600E-06,,,98.90%,98.90%,98.20%,97.80%,97.10%,96.40%,93.00%,83.20%,5.30%,Not Specified,Not Specified,Not Specified,
969,Sumita,Silicate,K-PSKn2,1.618,63.4,63,1.615,1.618,1.6203,1.6248,1.6301,0.00975,0.00297,0.00529,0.304615,0.542564,0.0055,"Schott, n=2 m=4",2.578886000E+00,-1.04E-02,1.423356300E-02,1.248302100E-04,1.747767200E-05,-9.62E-07,,,99.60%,99.20%,98.90%,98.50%,97.80%,97.50%,93.00%,82.00%,5.95%,Not Specified,Not Specified,Not Specified,
970,Sumita,Silicate,K-SK4,1.6127,58.6,58.3,1.6095,1.6127,1.6152,1.62,1.6257,0.01046,0.00318,0.0057,0.304015,0.544933,-0.0006,"Schott, n=2 m=4",2.558772600E+00,-9.81E-03,1.484056300E-02,3.193166000E-04,-1.02E-05,6.651879400E-07,,,99.60%,99.60%,99.60%,99.20%,99.20%,98.90%,97.80%,96.40%,1.13%,Not Specified,Not Specified,Not Specified,
971,Sumita,Silicate,K-SK5,1.5891,61.2,61,1.5862,1.5891,1.5914,1.5958,1.601,0.00962,0.00294,0.00519,0.305613,0.539501,-0.0012,"Schott, n=2 m=4",2.489541900E+00,-1.14E-02,1.244840100E-02,5.578113300E-04,-5.06E-05,2.867950800E-06,,,99.60%,99.40%,98.90%,98.90%,98.90%,98.40%,98.00%,96.80%,0.89%,Not Specified,Not Specified,Not Specified,
