,Manufacturer,Classification,Designation,Primary Data,,,Refractive Indices,,,,,Dispersions,,,,,,Coefficients of Dispersion Formulae,,,,,,,Relative Internal Transmittance (at 10mm Thickness),,,,,,,,,,,Remarks,,,
,manufacturer,classification,glass,nd,vd,ve,nC,nd,ne,nF,ng,nF-nC,nd-nC,ng-nF,"?d,C","?g,F","??g,F",Formula,a1,a2,a3,a4,a5,a6,?0.80,?0.05,800nm,700nm,600nm,550nm,500nm,460nm,400nm,380nm,Std. Deviation,Precision Molding, i-line Capable,High Homogeneity,Other Comments
866,CDGM,Lanthanide,H-ZLaF75B,1.9037,31.42,31.19,1.8953,1.9037,1.9105,1.924,1.9411,0.028762,0.008378,0.017093,0.2913,0.5943,0.0021,"Sellmeier, n=3",3.228043450E-01,5.526270600E-02,2.163711440E+00,1.245744360E-02,1.598677220E+00,1.082458970E+02,,360,99.60%,99.40%,99.30%,99.30%,98.30%,96.70%,86.40%,66.30%,11.72%,Not Specified,Not Specified,Not Specified,
616,Hikari,Lanthanide,J-LASFH9A,1.9027,35.77,35.52,1.8952,1.9027,1.9086,1.9205,1.9351,0.025234,0.007415,0.014674,0.2938,0.5815,-0.0028,"Sellmeier, n=3",1.119545250E-01,8.219892940E+01,2.002109470E-02,4.967366130E-02,4.342766460E-01,7.016179350E-03,381,350,99.80%,99.60%,99.00%,98.90%,98.40%,97.20%,91.50%,79.00%,7.16%,Not Specified,Not Specified,Not Specified,
627,Hikari,Lanthanide,J-LASFH24,1.902,25.26,25.06,1.8918,1.902,1.9104,1.9275,1.9495,0.035704,0.010226,0.022015,0.2864,0.6166,0.0146,"Sellmeier, n=3",1.074930290E-01,8.155324580E+01,2.932238610E-02,6.080316110E-02,4.202016750E-01,8.517136930E-03,409,369,99.10%,99.00%,98.90%,98.40%,97.00%,94.60%,73.00%,36.00%,22.41%,Not Specified,Not Specified,Not Specified,
232,Hoya,Niobate,NbFD27,1.9011,27.06,26.85,1.8915,1.9011,1.909,1.9248,1.945,0.0333,0.0096,0.02022,0.2885,0.607207,0.0076,"Schott, n=2 m=4",3.461330800E+00,-1.59E-02,4.615675200E-02,3.392718400E-03,-2.47E-04,3.107397500E-05,400,362,99.70%,99.50%,99.10%,98.50%,96.90%,94.40%,79.70%,53.90%,16.10%,Not Specified,Not Specified,Not Specified,
869,CDGM,Lanthanide,H-ZLaF78B,1.9007,37.05,36.8,1.8935,1.9007,1.9065,1.9178,1.9319,0.02431,0.007164,0.014051,0.2947,0.578,-0.0046,"Sellmeier, n=3",2.996365280E-01,4.705462600E-02,2.194527180E+00,1.154039700E-02,1.535723850E+00,1.126089280E+02,,350,99.80%,99.60%,99.40%,99.40%,98.40%,96.20%,86.20%,72.10%,9.91%,Not Specified,Not Specified,Not Specified,
247,Hoya,Lanthanide,TaFD37,1.9004,37.37,37.12,1.8933,1.9004,1.9062,1.9174,1.9313,0.02409,0.0071,0.01391,0.2949,0.577418,-0.0039,"Schott, n=2 m=4",3.494336900E+00,-1.36E-02,3.883317000E-02,1.113255500E-03,-7.40E-06,5.302775400E-06,386,348,99.70%,99.50%,99.40%,99.20%,98.40%,96.70%,88.40%,74.50%,8.91%,Not Specified,Not Specified,Not Specified,
246,Hoya,Lanthanide,TaFD37A,1.9004,37.37,37.12,1.8933,1.9004,1.9062,1.9174,1.9313,0.02409,0.0071,0.01389,0.2949,0.576588,-0.0044,"Schott, n=2 m=4",3.495812500E+00,-1.43E-02,3.780725100E-02,1.418407300E-03,-4.65E-05,6.919444000E-06,386,344,99.60%,99.50%,99.50%,99.40%,98.50%,96.80%,88.00%,75.00%,8.81%,Not Specified,Not Specified,Not Specified,
134,Ohara,Niobophosphate,S-NPH 4,1.8929,20.4,20.2,1.8805,1.8929,1.9031,1.9243,1.9524,0.04385,0.012376,0.028036,0.2822,0.6393,0.0308,"Sellmeier, n=3",1.935639310E+00,4.495964780E-01,2.718285730E+00,1.525852890E-02,6.968157780E-02,1.703271490E+02,409,380,99.90%,99.70%,99.70%,99.30%,98.20%,96.60%,71.00%,6.00%,32.93%,Not Specified,Not Specified,Available,
112,Ohara,Lanthanide,S-LAH92,1.8919,37.1,36.9,1.8848,1.8919,1.8976,1.9088,1.9227,0.02402,0.007076,0.013884,0.2946,0.578,-0.0034,"Sellmeier, n=3",2.104403110E+00,3.583461610E-01,1.630100640E+00,1.085318110E-02,4.434059200E-02,1.232498000E+02,390,349,99.90%,99.80%,99.80%,99.70%,99.00%,97.60%,87.00%,69.00%,11.00%,Not Specified,Not Specified,Available,
905,CDGM,Lanthanide,D-ZLaF67,1.8839,37.2,36.95,1.8769,1.8839,1.8895,1.9006,1.9143,0.02376,0.007,0.01373,0.2946,0.5779,-0.0045,"Schott, n=2 m=4",3.435957780E+00,-1.43E-02,3.698407800E-02,1.313997390E-03,-2.84E-05,5.774053610E-06,,350,99.60%,99.40%,99.10%,99.10%,98.30%,96.50%,86.70%,70.60%,10.26%,Suitable,Not Specified,Not Specified,
603,Hikari,Lanthanide,J-LASF08A,1.883,40.69,40.44,1.8766,1.883,1.8882,1.8983,1.9106,0.021701,0.006445,0.012311,0.297,0.5673,-0.0088,"Sellmeier, n=3",1.340457070E-01,9.832606210E+01,4.964634880E-02,2.943419530E-02,3.989120940E-01,5.389017540E-03,363,330,97.80%,98.90%,98.70%,98.60%,98.30%,97.50%,94.70%,90.50%,2.90%,Not Specified,Not Specified,Not Specified,
242,Hoya,Lanthanide,TaFD30,1.883,40.81,40.56,1.8766,1.883,1.8881,1.8982,1.9105,0.02164,0.00643,0.01224,0.2972,0.565619,-0.0093,"Schott, n=2 m=4",3.441903800E+00,-1.42E-02,3.435104000E-02,1.175227100E-03,-3.90E-05,3.741705400E-06,362,312,99.70%,99.90%,99.90%,99.90%,99.70%,98.70%,95.30%,90.60%,3.36%,Not Specified,Not Specified,Not Specified,
348,Hoya,Lanthanide,MP-TAFD305,1.8514,40.1,39.85,1.8451,1.8514,1.8564,1.8663,1.8784,0.02123,0.0063,0.0121,0.2966,0.569477,-0.0067,"Schott, n=2 m=4",3.327184000E+00,-1.82E-01,4.519927790E-01,5.008813077E-02,-1.44E-02,9.846994226E-03,378,341,99.40%,99.90%,99.90%,99.90%,99.50%,98.40%,92.70%,82.00%,6.33%,Suitable,Not Specified,Not Specified,Glass for pressed preforms.
349,Hoya,Lanthanide,MC-TAFD305,1.8514,40.1,39.85,1.8451,1.8514,1.8564,1.8663,1.8784,0.02123,0.0063,0.0121,0.2966,0.569477,-0.0067,"Schott, n=2 m=4",3.327184000E+00,-1.82E-01,4.519927790E-01,5.008813077E-02,-1.44E-02,9.846994226E-03,376,343,99.40%,99.50%,99.60%,99.70%,99.50%,98.60%,93.90%,84.50%,5.35%,Suitable,Not Specified,Not Specified,Glass for pressed preforms.
858,CDGM,Lanthanide,H-ZLaF68C,1.883,40.85,40.6,1.8766,1.883,1.8881,1.8982,1.9105,0.021617,0.006416,0.012272,0.2968,0.5677,-0.0084,"Sellmeier, n=3",1.588338840E+00,6.893650450E-03,8.517610350E-01,2.882904350E-02,1.582774160E+00,1.250356590E+02,,330,99.60%,99.60%,99.50%,99.50%,98.60%,96.90%,90.20%,81.10%,6.68%,Not Specified,Not Specified,Not Specified,
859,CDGM,Lanthanide,H-ZLaF68N,1.883,39.22,38.97,1.8763,1.883,1.8883,1.8989,1.9118,0.022515,0.006663,0.012898,0.2959,0.5729,-0.006,"Sellmeier, n=3",1.494550250E+00,1.097625230E+02,2.075742570E+00,1.040407700E-02,3.611381430E-01,4.126214200E-02,,340,99.60%,99.50%,99.40%,99.40%,99.10%,97.90%,91.60%,81.90%,6.32%,Not Specified,Not Specified,Not Specified,
613,Hikari,Lanthanide,J-LASF021HS,1.8503,32.35,32.11,1.8426,1.8503,1.8565,1.8689,1.8845,0.026281,0.0077,0.0156,0.2914,0.5947,0.0046,"Sellmeier, n=3",1.020887360E-01,7.180669860E+01,2.164922980E-02,5.593398600E-02,4.124833230E-01,7.389883290E-03,389,359,98.80%,98.70%,98.60%,98.50%,98.00%,96.80%,88.00%,68.00%,10.80%,Not Specified,Not Specified,Not Specified,Transmission improved type.
860,CDGM,Lanthanide,H-ZLaF68B,1.883,40.79,40.56,1.8766,1.883,1.8882,1.8982,1.9105,0.02164,0.00643,0.01233,0.2971,0.5695,-0.0067,"Schott, n=2 m=4",3.434182610E+00,-1.06E-02,4.000463030E-02,-6.38E-04,2.163530290E-04,-8.50E-06,,340,99.30%,99.30%,99.40%,99.40%,98.50%,97.10%,89.40%,77.20%,7.93%,Not Specified,Not Specified,Not Specified,
97,Ohara,Lanthanide,S-LAH58,1.883,40.8,40.5,1.8766,1.883,1.8881,1.8982,1.9105,0.02166,0.006437,0.012276,0.2972,0.5667,-0.0088,"Sellmeier, n=3",1.787649640E+00,6.526356000E-01,1.799145640E+00,8.473785360E-03,3.131264080E-02,1.327880010E+02,374,320,99.50%,99.50%,99.50%,99.50%,98.80%,97.40%,92.40%,84.00%,5.54%,Not Specified,Not Specified,Available,
350,Hoya,Lanthanide,M-TAFD307,1.882,37.22,36.97,1.875,1.882,1.8876,1.8987,1.9124,0.02369,0.00698,0.01367,0.2949,0.577037,-0.0044,"Schott, n=2 m=4",3.428606200E+00,-1.87E-01,5.056533406E-01,5.921949732E-02,-1.08E-02,1.284672756E-02,389,350,99.80%,99.90%,99.80%,99.60%,98.70%,97.10%,87.50%,70.30%,10.48%,Suitable,Not Specified,Not Specified,
244,Hoya,Lanthanide,TaFD33,1.881,40.14,39.89,1.8745,1.881,1.8862,1.8964,1.909,0.02194,0.0065,0.01252,0.2965,0.570647,-0.006,"Schott, n=2 m=4",3.431695500E+00,-1.32E-02,3.563186200E-02,9.137810900E-04,-4.04E-06,3.386768800E-06,381,343,99.80%,99.70%,99.50%,99.30%,98.60%,97.20%,90.40%,79.40%,7.21%,Not Specified,Not Specified,Not Specified,
243,Hoya,Lanthanide,TaFD32,1.8707,40.73,40.48,1.8644,1.8707,1.8758,1.8857,1.8979,0.02137,0.00634,0.01215,0.297,0.568554,-0.0068,"Schott, n=2 m=4",3.396108000E+00,-1.31E-02,3.485351600E-02,7.908317700E-04,7.699521200E-06,2.351674200E-06,370,324,99.90%,99.90%,99.70%,99.60%,99.00%,97.90%,93.20%,86.40%,4.82%,Not Specified,Not Specified,Not Specified,
62,Ohara,Titanate,S-TIH53W,1.8467,23.8,23.6,1.8365,1.8467,1.855,1.8721,1.8942,0.03561,0.0102,0.0221,0.2857,0.6205,0.0175,"Sellmeier, n=3",1.879048860E+00,3.697197750E-01,2.337308630E+00,1.441217700E-02,6.388179900E-02,1.826681800E+02,398,368,99.90%,99.90%,99.90%,99.50%,98.60%,97.10%,83.00%,45.00%,19.20%,Not Specified,Not Specified,Available,Transmission improved type.
215,Hoya,Niobophosphate,FDS90-SG,1.8467,23.79,23.6,1.8365,1.8467,1.8551,1.8721,1.8941,0.0356,0.0102,0.022,0.2857,0.619101,0.0137,"Schott, n=2 m=4",3.260632100E+00,-1.78E-02,4.090293800E-02,5.607693400E-03,-5.64E-04,5.476339100E-05,398,366,99.70%,99.40%,99.60%,99.50%,98.30%,96.60%,82.50%,41.50%,20.30%,Not Specified,Not Specified,Not Specified,Transmission improved type.
212,Hoya,Niobophosphate,FDS20-W ,1.8697,20.02,19.85,1.8574,1.8697,1.8798,1.9009,1.9288,0.04344,0.01224,0.02795,0.2819,0.643416,0.0312,"Schott, n=2 m=4",3.311474500E+00,-1.94E-02,5.162182900E-02,5.855602400E-03,-5.33E-04,7.319784400E-05,404,383,99.30%,99.30%,99.40%,99.20%,98.80%,98.30%,68.70%,0.00%,35.13%,Not Specified,Not Specified,Not Specified,
154,Ohara,Lanthanide,L-LAH94,1.861,37.1,36.85,1.8542,1.861,1.8665,1.8774,1.8908,0.023209,0.006839,0.013427,0.2947,0.5785,-0.0029,"Sellmeier, n=3",2.006214200E+00,3.470298880E-01,1.416883820E+00,1.054992380E-02,4.458450130E-02,1.059952500E+02,385,349,99.90%,99.90%,99.80%,99.80%,99.30%,98.30%,90.80%,75.00%,8.78%,Suitable,Not Specified,Available,
565,Hikari,Niobophosphate,J-SFH2,1.8607,23.08,22.89,1.8501,1.8607,1.8695,1.8874,1.9108,0.037297,0.01062,0.023342,0.2847,0.6258,0.0202,"Sellmeier, n=3",1.105075180E-01,7.395413380E+01,3.189576250E-02,6.346159140E-02,4.014157570E-01,9.052426090E-03,403,367,99.60%,99.50%,99.20%,98.50%,96.50%,93.80%,77.00%,36.00%,22.14%,Not Specified,Not Specified,Not Specified,
561,Hikari,Niobophosphate,J-SF03HS,1.8467,23.8,23.61,1.8365,1.8467,1.855,1.8721,1.8942,0.035579,0.0102,0.0221,0.2854,0.6215,0.0171,"Sellmeier, n=3",1.119239410E-01,8.284100740E+01,3.048413190E-02,6.236992940E-02,3.979732730E-01,9.101666100E-03,398,368,99.00%,99.20%,98.60%,98.30%,97.30%,95.70%,82.00%,44.00%,19.16%,Not Specified,Not Specified,Not Specified,Transmission improved type.
135,Ohara,Niobophosphate,S-NPH 5,1.859,22.7,22.5,1.8482,1.859,1.8678,1.886,1.9097,0.03779,0.010747,0.023747,0.2844,0.6284,0.0237,"Sellmeier, n=3",1.891089960E+00,3.952201260E-01,2.204921270E+00,1.411644990E-02,6.628344450E-02,1.486807000E+02,397,364,99.80%,99.40%,99.40%,99.10%,97.90%,96.20%,84.00%,41.00%,20.33%,Not Specified,Not Specified,Available,
234,Hoya,Niobate,NbFD30,1.8588,30,29.77,1.8505,1.8588,1.8656,1.8792,1.8963,0.02863,0.00831,0.01712,0.2904,0.597974,0.0036,"Schott, n=2 m=4",3.324127700E+00,-1.40E-02,4.093230300E-02,2.291557200E-03,-1.29E-04,1.847884800E-05,388,359,99.90%,99.80%,99.50%,99.30%,98.50%,97.10%,88.90%,68.70%,10.84%,Not Specified,Not Specified,Not Specified,
96,Ohara,Lanthanide,S-LAH55VS,1.8348,42.7,42.5,1.829,1.8348,1.8395,1.8485,1.8596,0.01953,0.0058,0.011,0.2981,0.5648,-0.0075,"Sellmeier, n=3",1.925910950E+00,3.489534600E-01,1.422307440E+00,9.611524900E-03,3.651329800E-02,1.033640900E+02,356,319,99.90%,99.90%,99.90%,99.90%,99.60%,99.10%,97.00%,93.60%,2.25%,Not Specified,Not Specified,Available,Cost-effectiveness improved type.
843,CDGM,Lanthanide,H-ZLaF3,1.8554,36.59,36.34,1.8486,1.8554,1.861,1.8719,1.8855,0.023381,0.00688,0.01352,0.2943,0.5781,-0.0053,"Schott, n=2 m=4",3.332606140E+00,-1.42E-02,3.662999520E-02,1.020379090E-03,-3.17E-06,5.765562770E-06,,350,99.70%,99.60%,99.40%,99.20%,98.40%,96.90%,88.60%,74.00%,9.06%,Not Specified,Not Specified,Not Specified,
602,Hikari,Lanthanide,J-LASF05HS,1.8348,42.73,42.48,1.829,1.8348,1.8395,1.8485,1.8596,0.019535,0.0058,0.011,0.298,0.5648,-0.0079,"Sellmeier, n=3",1.076859980E-01,7.576470150E+01,2.516662460E-02,3.624648250E-02,4.060602160E-01,6.091158410E-03,353,318,99.90%,99.90%,99.30%,99.30%,99.00%,98.50%,96.50%,93.60%,2.17%,Not Specified,Not Specified,Not Specified,Transmission improved type.
127,Ohara,Niobate,S-NBH56,1.8548,24.8,24.6,1.8449,1.8548,1.8629,1.8793,1.9004,0.03447,0.009904,0.021103,0.2873,0.6122,0.0109,"Sellmeier, n=3",1.851914380E+00,4.311028520E-01,3.452782840E+00,1.327326200E-02,5.859446440E-02,2.393570890E+02,389,358,99.90%,99.60%,99.60%,99.30%,98.30%,97.00%,87.00%,69.00%,10.87%,Not Specified,Not Specified,Available,
327,Hoya,Niobophosphate,MP-NBFD10-20,1.8346,37.29,37.04,1.828,1.8346,1.8399,1.8504,1.8633,0.02238,0.0066,0.0129,0.2945,0.576408,-0.0048,"Schott, n=2 m=4",3.272258600E+00,-2.55E-01,3.689849912E-01,1.632477794E-01,-6.01E-02,1.465056207E-02,386,346,99.70%,99.90%,99.90%,99.70%,98.90%,97.00%,87.60%,74.50%,9.15%,Suitable,Not Specified,Not Specified,Glass for pressed preforms.
231,Hoya,Niobate,NbFD25,1.8545,25.16,24.97,1.8447,1.8545,1.8625,1.8787,1.8994,0.03397,0.00978,0.02073,0.2878,0.610244,0.0073,"Schott, n=2 m=4",3.287938900E+00,-1.59E-02,4.563880700E-02,3.302766100E-03,-2.17E-04,2.962586300E-05,389,355,99.90%,99.80%,99.50%,99.40%,98.50%,97.30%,87.40%,70.50%,10.38%,Not Specified,Not Specified,Not Specified,Consult manufacturer for available forms of supply.
151,Ohara,Lanthanide,L-LAH85V,1.854,40.38,40.13,1.8477,1.854,1.859,1.8689,1.8809,0.021151,0.006279,0.012031,0.2969,0.5688,-0.0073,"Sellmeier, n=3",1.974605030E+00,3.619035920E-01,1.384332410E+00,1.018542580E-02,3.848291180E-02,1.037136270E+02,373,340,99.90%,99.90%,99.90%,99.90%,99.50%,98.70%,94.40%,86.00%,4.93%,Suitable,Not Specified,Available,
907,CDGM,Lanthanide,D-ZLaF85L,1.8537,40.58,40.34,1.8475,1.8537,1.8587,1.8685,1.8804,0.021038,0.00624,0.01193,0.2967,0.5674,-0.0092,"Schott, n=2 m=4",3.334726770E+00,-1.26E-02,3.459332950E-02,5.460910240E-04,4.290527910E-05,2.509640530E-07,,340,99.40%,99.30%,99.00%,98.90%,98.30%,97.20%,93.30%,86.80%,4.41%,Suitable,Not Specified,Available,
100,Ohara,Lanthanide,S-LAH60MQ,1.834,37.2,36.9,1.8274,1.834,1.8393,1.8498,1.8628,0.02244,0.0066,0.013,0.2945,0.5786,-0.0027,"Sellmeier, n=3",1.955390630E+00,3.025502190E-01,1.343113900E+00,1.091113650E-02,4.546667000E-02,1.135808500E+02,377,336,99.80%,99.50%,99.50%,99.50%,98.90%,97.60%,92.70%,83.00%,5.87%,Not Specified,Not Specified,Available,Environmental resistance improved type.
101,Ohara,Lanthanide,S-LAH60V,1.834,37.2,37,1.8274,1.834,1.8393,1.8498,1.8628,0.02241,0.0066,0.013,0.2945,0.5807,-0.0006,"Sellmeier, n=3",2.050819620E+00,2.084752570E-01,1.314863940E+00,1.160359910E-02,5.264893590E-02,9.938065000E+01,383,350,99.90%,99.60%,99.60%,99.60%,99.10%,97.90%,90.90%,77.00%,8.03%,Not Specified,Not Specified,Available,Cost-effectiveness improved type.
908,CDGM,Lanthanide,D-ZLaF85A,1.8522,40.11,39.85,1.8459,1.8522,1.8573,1.8672,1.8793,0.021248,0.0063,0.0121,0.2965,0.5695,-0.0079,"Schott, n=2 m=4",3.326999810E+00,-1.19E-02,3.581384470E-02,2.515196650E-04,8.801795310E-05,-1.87E-06,,340,99.60%,99.50%,99.20%,99.20%,98.50%,97.40%,92.10%,83.60%,5.64%,Suitable,Not Specified,Not Specified,
111,Ohara,Lanthanide,S-LAH89,1.8515,40.8,40.5,1.8453,1.8515,1.8565,1.8662,1.8781,0.02088,0.006196,0.011891,0.2967,0.5695,-0.006,"Sellmeier, n=3",1.951188270E+00,3.776072230E-01,1.477572620E+00,9.765607990E-03,3.822320430E-02,1.122367200E+02,376,339,99.90%,99.90%,99.90%,99.80%,99.30%,98.30%,93.00%,84.00%,5.66%,Not Specified,Not Specified,Available,
324,Hoya,Niobophosphate,MP-FDS910-50,1.8217,24.04,23.84,1.8119,1.8217,1.8297,1.8461,1.8674,0.03417,0.0097,0.0213,0.2855,0.623939,0.0187,"Schott, n=2 m=4",3.166790200E+00,-1.78E-01,6.384936772E-01,1.129383998E-01,-3.62E-02,1.706615650E-02,421,374,99.90%,99.70%,99.50%,98.80%,96.20%,91.80%,59.60%,15.00%,30.49%,Suitable,Not Specified,Not Specified,Glass for pressed preforms.
325,Hoya,Niobophosphate,MC-FDS910-50,1.8217,24.04,23.84,1.8119,1.8217,1.8297,1.8461,1.8674,0.03417,0.0097,0.0213,0.2855,0.623939,0.0187,"Schott, n=2 m=4",3.166790200E+00,-1.78E-01,6.384936772E-01,1.129383998E-01,-3.62E-02,1.706615650E-02,405,373,99.70%,99.40%,99.30%,99.00%,97.50%,95.20%,73.70%,20.40%,27.73%,Suitable,Not Specified,Not Specified,Glass for pressed preforms.
345,Hoya,Lanthanide,MP-TAFD51-50,1.8213,42.73,42.47,1.8156,1.8213,1.8259,1.8348,1.8457,0.01922,0.0057,0.0109,0.2981,0.565036,-0.0066,"Schott, n=2 m=4",3.228805200E+00,-1.95E-01,4.041583607E-01,1.504067115E-01,-7.37E-03,6.396404871E-03,374,337,99.90%,99.90%,99.90%,99.80%,99.30%,98.20%,93.30%,85.20%,5.25%,Suitable,Not Specified,Not Specified,Glass for pressed preforms.
346,Hoya,Lanthanide,MC-TAFD51-50,1.8213,42.73,42.47,1.8156,1.8213,1.8259,1.8348,1.8457,0.01922,0.0057,0.0109,0.2981,0.565036,-0.0066,"Schott, n=2 m=4",3.228805200E+00,-1.95E-01,4.041583607E-01,1.504067115E-01,-7.37E-03,6.396404871E-03,368,337,99.90%,99.90%,99.80%,99.70%,99.50%,99.00%,96.00%,90.00%,3.48%,Suitable,Not Specified,Not Specified,Glass for pressed preforms.
870,CDGM,Lanthanide,H-ZLaF85L,1.8515,40.73,40.48,1.8453,1.8515,1.8565,1.8662,1.8781,0.020908,0.00621,0.011898,0.297,0.5691,-0.0073,"Sellmeier, n=3",1.951466670E+00,9.691675700E-03,3.778279390E-01,3.839291540E-02,1.418769390E+00,1.006072910E+02,,330,99.80%,99.70%,99.50%,99.50%,99.10%,98.20%,93.70%,87.90%,4.26%,Not Specified,Not Specified,Available,
347,Hoya,Lanthanide,M-TAFD305,1.8514,40.1,39.85,1.8451,1.8514,1.8564,1.8663,1.8784,0.02123,0.0063,0.01209,0.2966,0.569477,-0.0067,"Schott, n=2 m=4",3.327184000E+00,-1.82E-01,4.519927790E-01,5.008813077E-02,-1.44E-02,9.846994226E-03,378,341,99.40%,99.90%,99.90%,99.90%,99.50%,98.40%,92.70%,82.00%,6.33%,Suitable,Not Specified,Not Specified,
646,Hikari,Lanthanide,Q-LASFH58S,1.8511,40.12,39.88,1.8448,1.8511,1.8561,1.866,1.8781,0.021211,0.006299,0.012059,0.297,0.5685,-0.0085,"Sellmeier, n=3",1.022406360E-01,7.316198620E+01,2.590995100E-02,3.799773050E-02,4.107644620E-01,6.403441970E-03,368,328,99.90%,99.80%,99.80%,99.70%,99.40%,98.50%,94.90%,89.00%,3.87%,Suitable,Not Specified,Not Specified,
612,Hikari,Lanthanide,J-LASF021,1.8503,32.35,32.11,1.8426,1.8503,1.8565,1.8689,1.8845,0.026281,0.007658,0.015629,0.2914,0.5947,0.0046,"Sellmeier, n=3",1.020887360E-01,7.180669860E+01,2.164922980E-02,5.593398600E-02,4.124833230E-01,7.389883290E-03,398,360,99.20%,99.30%,99.10%,99.00%,97.80%,95.60%,82.00%,58.00%,14.65%,Not Specified,Not Specified,Not Specified,
863,CDGM,Lanthanide,H-ZLaF71,1.8503,32.3,32.06,1.8426,1.8503,1.8565,1.8689,1.8845,0.026326,0.007681,0.015613,0.2918,0.5931,0.0024,"Sellmeier, n=3",2.761545980E-01,5.579963820E-02,2.025690850E+00,1.207005880E-02,1.445135090E+00,9.987782230E+01,,360,99.20%,99.10%,98.90%,98.60%,97.20%,94.90%,81.20%,61.10%,13.61%,Not Specified,Not Specified,Not Specified,
108,Ohara,Lanthanide,S-LAH71,1.8503,32.3,32,1.8426,1.8503,1.8565,1.8689,1.8846,0.02634,0.007673,0.015623,0.2912,0.5929,0.0036,"Sellmeier, n=3",1.982800310E+00,3.167584500E-01,2.444726460E+00,1.189874590E-02,5.271560010E-02,2.132206970E+02,417,364,99.80%,99.50%,99.50%,99.20%,97.60%,94.50%,65.00%,29.00%,25.70%,Not Specified,Not Specified,Available,
128,Ohara,Niobate,S-NBH57,1.8503,30,29.8,1.842,1.8503,1.8569,1.8703,1.8873,0.0283,0.008213,0.016919,0.2902,0.5979,0.0051,"Sellmeier, n=3",1.920264880E+00,3.715352400E-01,2.552057040E+00,1.184680280E-02,5.321054720E-02,2.045493000E+02,399,355,99.80%,99.40%,99.40%,99.30%,97.80%,95.50%,81.00%,60.00%,14.21%,Not Specified,Not Specified,Available,
331,Hoya,Lanthanide,MC-NBFD135,1.8083,40.92,40.67,1.8025,1.8083,1.813,1.8222,1.8335,0.01976,0.0059,0.0112,0.2969,0.56832,-0.0061,"Schott, n=2 m=4",3.181969800E+00,-2.02E-01,3.923051688E-01,6.085798974E-02,-3.57E-02,1.185022680E-02,366,335,99.90%,99.90%,99.90%,99.90%,99.50%,98.90%,96.30%,91.40%,3.01%,Suitable,Not Specified,Not Specified,Glass for pressed preforms.
867,CDGM,Lanthanide,H-ZLaF76,1.8501,30.06,29.83,1.8419,1.8501,1.8568,1.8702,1.8872,0.028285,0.00822,0.01695,0.2907,0.5995,0.005,"Schott, n=2 m=4",3.297597740E+00,-1.72E-02,3.869121140E-02,2.681887610E-03,-2.04E-04,2.433250220E-05,,360,99.70%,99.60%,99.20%,98.60%,97.10%,94.60%,79.00%,53.00%,16.50%,Not Specified,Not Specified,Not Specified,
131,Ohara,Niobophosphate,S-NPH 1W,1.8081,22.8,22.6,1.798,1.8081,1.8164,1.8335,1.8559,0.0355,0.0101,0.0224,0.2841,0.6307,0.0261,"Sellmeier, n=3",1.751566230E+00,3.640063040E-01,2.478741410E+00,1.350046810E-02,6.682451470E-02,1.707560060E+02,395,372,99.90%,99.60%,99.60%,99.30%,98.60%,97.80%,87.00%,28.00%,24.91%,Not Specified,Not Specified,Available,Transmission improved type.
868,CDGM,Lanthanide,H-ZLaF76A,1.8501,30.01,29.78,1.8419,1.8501,1.8568,1.8702,1.8872,0.028326,0.008211,0.016991,0.2899,0.5998,0.0052,"Sellmeier, n=3",2.000792860E+00,1.295998700E-02,1.530206710E+00,1.311074830E+02,2.899553070E-01,5.773797700E-02,,360,99.40%,99.30%,98.50%,97.60%,95.30%,92.40%,78.00%,52.40%,16.43%,Not Specified,Not Specified,Not Specified,
626,Hikari,Lanthanide,J-LASFH23,1.85,27.03,26.81,1.8409,1.85,1.8574,1.8724,1.8916,0.03145,0.009052,0.019163,0.2878,0.6093,0.0103,"Sellmeier, n=3",1.152151130E-01,8.864789480E+01,2.766093210E-02,5.861673770E-02,4.039045420E-01,8.322501560E-03,390,361,99.10%,99.10%,99.10%,98.80%,98.00%,96.60%,87.00%,64.00%,12.30%,Not Specified,Not Specified,Not Specified,
564,Hikari,Niobophosphate,J-SFH1HS,1.8081,22.74,22.55,1.798,1.8081,1.8164,1.8335,1.8559,0.035538,0.0101,0.0223,0.2842,0.6288,0.0226,"Sellmeier, n=3",9.857304520E-02,6.724120040E+01,3.041587990E-02,6.534139190E-02,3.829169920E-01,9.408131640E-03,393,370,99.90%,99.80%,99.60%,99.30%,98.70%,97.80%,89.00%,38.00%,21.43%,Not Specified,Not Specified,Not Specified,Transmission improved type.
625,Hikari,Lanthanide,J-LASFH22,1.8485,43.79,43.54,1.8427,1.8485,1.8531,1.8621,1.873,0.019376,0.005782,0.010889,0.2984,0.562,-0.0089,"Sellmeier, n=3",1.144551880E-01,8.681618610E+01,3.364394920E-02,3.014149550E-02,4.028667520E-01,5.822284840E-03,363,328,99.10%,98.70%,98.70%,98.70%,98.40%,97.80%,95.00%,90.70%,2.91%,Not Specified,Not Specified,Not Specified,
